,card_number,expiry_date,card_provider,date_payment_confirmed
2,4953394054915790,05/31,VISA 16 digit,2000-03-31
3,4006911839657500,10/30,VISA 16 digit,1999-10-06
4,379888008730302,03/26,American Express,1995-08-15
5,4785989949428140,04/23,VISA 16 digit,2013-12-06
6,30527134633888,09/26,Diners Club / Carte Blanche,2004-08-20
7,3528432237146830,07/31,JCB 16 digit,1999-07-18
8,566908086283,12/30,Maestro,2019-10-18
9,4205029561940950,04/25,VISA 16 digit,1994-08-22
10,3509999944786760,10/31,JCB 16 digit,2018-08-22
11,3574155781122810,02/28,JCB 16 digit,2008-12-22
12,3586308558757530,01/25,JCB 16 digit,2011-06-14
13,213181675523121,08/29,JCB 15 digit,2010-01-20
14,377065518585441,01/28,American Express,2013-09-11
15,180069280243004,08/28,JCB 15 digit,2003-09-22
16,4344847405032350000,06/29,VISA 19 digit,2000-01-16
17,3553093260383670,06/32,JCB 16 digit,2008-10-07
18,676145639602,06/23,Maestro,2003-05-08
19,6011714222014750,10/23,Discover,2011-11-26
20,6524562410453540,01/28,Discover,2005-08-25
21,4873374926471620,08/27,VISA 16 digit,2020-06-20
22,2618220570508710,08/24,Mastercard,2008-02-08
23,639010991714,10/31,Maestro,1995-09-14
24,4999853775301,11/26,VISA 13 digit,1996-01-27
25,36656679335668,03/30,Diners Club / Carte Blanche,1997-10-23
26,4016501419656110000,11/26,VISA 19 digit,2018-10-14
27,4836135581421650000,10/31,VISA 19 digit,2022-10-28
28,180083259590881,10/26,JCB 15 digit,2001-11-02
29,213173342286356,10/23,JCB 15 digit,2008-05-05
30,6527151264848520,11/31,Discover,2011-03-01
31,213154161479116,05/25,JCB 15 digit,2008-03-13
32,501859395706,09/28,Maestro,2014-01-11
33,676124279263,02/27,Maestro,2010-05-23
34,213169684523547,10/30,JCB 15 digit,2005-09-20
35,4018374008370560,09/24,VISA 16 digit,2015-06-16
36,6011262253807530,10/27,Discover,1997-02-11
37,341502708852879,01/25,American Express,2014-03-01
38,4240076936369640000,09/26,VISA 19 digit,2017-07-22
39,4145041714443150,09/24,VISA 16 digit,2020-09-15
40,3513696929811780,08/24,JCB 16 digit,2000-07-18
41,5403299853305890,05/26,Mastercard,2004-04-15
42,3542329779187340,05/27,JCB 16 digit,2015-04-14
43,213136329244748,08/26,JCB 15 digit,1997-12-11
44,4085226354365520000,03/25,VISA 19 digit,1993-09-10
45,4006794847224760,05/27,VISA 16 digit,2015-08-31
46,5230271627543040,06/31,Mastercard,2001-03-10
47,379969662485431,10/27,American Express,1993-11-16
48,180000569945035,02/26,JCB 15 digit,2009-03-09
49,3559139686132570,04/31,JCB 16 digit,1998-01-09
0,6583623208042020,12/23,Discover,1996-03-06
1,6011200148328070,08/30,Discover,2021-12-10
2,4548965259097990,11/25,VISA 16 digit,2003-12-31
3,4229924569123,03/23,VISA 13 digit,2005-06-03
4,566136433802,07/31,Maestro,1996-03-19
5,30499102392378,07/26,Diners Club / Carte Blanche,2016-09-09
6,4914588397886810000,12/31,VISA 19 digit,2007-06-23
7,4933319186676300,09/32,VISA 16 digit,2001-11-18
8,36647794443818,05/28,Diners Club / Carte Blanche,2005-01-25
9,3555198334890770,11/32,JCB 16 digit,2007-03-24
10,4018369713291530,09/31,VISA 16 digit,2003-04-05
11,?2314734659486501,06/25,Mastercard,2003-08-05
12,4482828695172260,07/25,VISA 16 digit,1998-04-08
13,30054369038873,08/31,Diners Club / Carte Blanche,1999-07-13
14,4390752906427670000,09/27,VISA 19 digit,2020-07-19
15,4152436301958570,10/27,VISA 16 digit,2022-02-14
16,4934419929363510000,06/31,VISA 19 digit,2007-05-25
17,4414807446811730,01/31,VISA 16 digit,1998-08-07
18,30376684810839,02/32,Diners Club / Carte Blanche,2022-04-24
19,2308760059396010,06/31,Mastercard,1999-07-25
20,30412261651278,10/30,Diners Club / Carte Blanche,2013-04-26
21,180018849459635,01/32,JCB 15 digit,2004-02-03
22,4458904661788310,04/30,VISA 16 digit,2002-02-16
23,38746377668359,11/30,Diners Club / Carte Blanche,2017-12-14
24,4235807027940410,02/23,VISA 16 digit,2022-02-16
25,4084589112147680000,10/26,VISA 19 digit,2022-08-07
26,2710213634968440,12/30,Mastercard,2009-12-11
27,2265281112397620,03/25,Mastercard,2011-12-16
28,573370214583,03/27,Maestro,1996-01-04
29,6523179107640870,08/31,Discover,2008-10-19
30,4500658638584610000,06/29,VISA 19 digit,2013-11-28
31,2593320701355280,12/22,Mastercard,1998-08-20
32,6520588886574250,10/24,Discover,2002-03-19
33,3585972055043640,10/27,JCB 16 digit,2020-05-01
34,213112603513348,05/26,JCB 15 digit,2021-12-25
35,4559502326835110000,02/30,VISA 19 digit,2013-06-21
36,3559331429290860,03/31,JCB 16 digit,2020-06-03
37,344955945535987,03/23,American Express,1998-02-25
38,4226858782445430,12/26,VISA 16 digit,2020-04-12
39,2227590681233130,03/32,Mastercard,1994-02-10
40,3527875521477450,01/25,JCB 16 digit,2010-08-25
41,4667263002374050,07/32,VISA 16 digit,2004-09-27
42,5417646318250480,07/27,Mastercard,2007-04-19
43,342010621041223,08/31,American Express,2013-06-19
44,3557093939129750,10/29,JCB 16 digit,2014-09-30
45,180078328592835,01/28,JCB 15 digit,2021-04-06
46,3535506331396920,10/30,JCB 16 digit,2002-11-15
47,180036122769645,11/29,JCB 15 digit,2015-09-29
48,342883729164513,07/26,American Express,1996-02-03
49,4619818051595380,06/29,VISA 16 digit,2002-09-19
0,378818345448558,08/24,American Express,1995-08-20
1,4520055241819560,02/31,VISA 16 digit,2019-03-22
2,370606503405140,05/28,American Express,2016-06-11
3,4796308716868,02/27,VISA 13 digit,2014-01-20
4,377735606783088,01/32,American Express,2015-10-16
5,60421818794,08/28,Maestro,2017-10-16
6,6556210489446240,12/29,Discover,2018-11-24
7,30149039908115,02/28,Diners Club / Carte Blanche,2018-12-09
8,4225894434512,05/31,VISA 13 digit,2009-02-20
9,5201851856026910,07/29,Mastercard,2010-11-01
10,378673499898292,06/31,American Express,1996-11-26
11,6581771966643960,05/32,Discover,2012-04-17
12,4399177917640,02/26,VISA 13 digit,2008-08-22
13,3577143681541320,07/27,JCB 16 digit,1994-09-18
14,3519490871802850,08/26,JCB 16 digit,2014-01-05
15,4631693262683,07/26,VISA 13 digit,1993-07-21
16,502075758842,09/31,Maestro,2005-06-23
17,371004825631321,12/28,American Express,2002-02-17
18,6587122961013320,07/27,Discover,1994-11-14
19,6011884752342560,07/32,Discover,1996-05-12
20,36800980627237,02/25,Diners Club / Carte Blanche,2006-04-20
21,347098350172769,06/29,American Express,2002-04-22
22,30011530912766,11/26,Diners Club / Carte Blanche,2003-01-12
23,36500413472033,10/27,Diners Club / Carte Blanche,2003-03-16
24,4911146221251740,03/25,VISA 16 digit,2000-03-28
25,38679448310919,03/26,Diners Club / Carte Blanche,2002-11-28
26,344262226609817,09/25,American Express,2017-09-10
27,213198300380107,03/31,JCB 15 digit,2002-04-09
28,4200801458979080000,02/28,VISA 19 digit,1995-04-22
29,4555053396086200,05/25,VISA 16 digit,2010-12-31
30,6533232184394910,09/28,Discover,2010-08-19
31,4769202477932930,01/28,VISA 16 digit,1995-09-05
32,2425612712423960,12/27,Mastercard,2020-05-24
33,4147634039992340,06/26,VISA 16 digit,2009-06-09
34,180089163130029,08/27,JCB 15 digit,2015-08-05
35,180025165118679,11/30,JCB 15 digit,2010-05-04
36,676277005077,07/32,Maestro,2006-02-18
37,574007919040,04/27,Maestro,2022-04-20
38,4945146958261,06/31,VISA 13 digit,1992-12-01
39,378681060076941,11/23,American Express,1997-09-22
40,????341935091733787,01/23,American Express,2001-01-28
41,36758445396774,07/25,Diners Club / Carte Blanche,2020-06-13
42,4518306211267060,11/31,VISA 16 digit,2013-03-31
43,4588531893313790,09/30,VISA 16 digit,2000-08-17
44,344621037452412,05/26,American Express,2006-08-27
45,6011301672518740,04/30,Discover,2006-11-18
46,60403639366,07/28,Maestro,2004-08-02
47,213195039113809,11/25,JCB 15 digit,2005-01-03
48,4459261922230010,04/29,VISA 16 digit,2021-01-26
49,4832699720529750,09/31,VISA 16 digit,2018-09-23
0,3580195928679960,10/28,JCB 16 digit,2006-02-23
1,4390439463775560,05/29,VISA 16 digit,1998-02-04
2,4116237973575260000,08/28,VISA 19 digit,2001-10-24
3,5353526102343780,01/29,Mastercard,2001-10-15
4,4325385714505600,04/32,VISA 16 digit,2016-08-23
5,3559082336732580,11/31,JCB 16 digit,2022-04-24
6,502065195740,01/29,Maestro,1996-08-03
7,4894208214706980,10/31,VISA 16 digit,2017-11-17
8,4241927714707560,04/25,VISA 16 digit,2007-12-31
9,213171314756786,04/23,JCB 15 digit,1998-07-02
10,3539621478255040,08/28,JCB 16 digit,2011-06-04
11,4011426967611900,06/24,VISA 16 digit,2005-06-02
12,675943754019,03/28,Maestro,2017-03-24
13,4869384980904,06/32,VISA 13 digit,1994-10-21
14,4747587987703250,08/32,VISA 16 digit,2000-02-01
15,3511579421171490,09/23,JCB 16 digit,2005-10-16
16,6551837224068670,06/29,Discover,1994-08-20
17,4171389545429480,08/28,VISA 16 digit,2000-01-10
18,213145153501453,09/31,JCB 15 digit,2017-12-18
19,2278889925026110,08/27,Mastercard,2013-05-24
20,4531416244855520,09/28,VISA 16 digit,2020-10-04
21,6011132734760200,01/26,Discover,1999-04-03
22,4222092266662760,10/27,VISA 16 digit,1996-07-30
23,4373252608882960,04/29,VISA 16 digit,2004-01-20
24,4547856658912530,10/32,VISA 16 digit,2020-04-11
25,3592098715448290,04/31,JCB 16 digit,1997-12-13
26,4428154802208610,11/24,VISA 16 digit,2003-03-20
27,639047317693,09/32,Maestro,2021-11-01
28,6011474910543950,07/29,Discover,2020-06-05
29,3511237279833460,11/30,JCB 16 digit,2001-01-25
30,6011809953039900,08/31,Discover,2016-12-09
31,6011713029490870,12/25,Discover,2007-01-05
32,347225468269050,02/26,American Express,1999-09-30
33,3501653612098000,11/25,JCB 16 digit,2006-02-09
34,4940691894003,04/30,VISA 13 digit,2013-12-06
35,4605967656525710,04/25,VISA 16 digit,2006-06-27
36,30087346521934,12/27,Diners Club / Carte Blanche,2018-06-21
37,4502841054397310,07/28,VISA 16 digit,1998-02-01
38,4809699918603,01/28,VISA 13 digit,2020-05-03
39,6551543111642140,01/24,Discover,2009-01-03
40,30294746238859,07/26,Diners Club / Carte Blanche,2012-07-20
41,3591325960793210,12/24,JCB 16 digit,2014-10-06
42,3541966024774310,08/25,JCB 16 digit,1996-06-12
43,349096232034643,04/26,American Express,2014-01-03
44,3570441166751790,10/25,JCB 16 digit,2014-11-20
45,30088644380858,11/28,Diners Club / Carte Blanche,2001-07-19
46,30316317824609,09/28,Diners Club / Carte Blanche,2000-06-01
47,213163482985792,07/23,JCB 15 digit,2016-06-05
48,2268586007863150,12/26,Mastercard,2017-11-05
49,213180367680157,11/28,JCB 15 digit,2017-09-21
0,4634599032773140,02/26,VISA 16 digit,2014-04-03
1,36935720251276,02/26,Diners Club / Carte Blanche,2004-02-03
2,346790724332092,09/26,American Express,2000-03-18
3,60432620601,03/32,Maestro,2002-09-07
4,4905374633644930,10/25,VISA 16 digit,1996-05-24
5,501830444714,09/26,Maestro,2007-04-30
6,376832841837521,11/32,American Express,2003-04-24
7,3539891273518480,08/25,JCB 16 digit,2008-04-30
8,4735712628807620,11/23,VISA 16 digit,2005-05-15
9,581868150284,01/28,Maestro,2012-11-25
10,3552339692936800,09/25,JCB 16 digit,1995-08-05
11,348599286575990,05/26,American Express,2015-09-06
12,379819729747531,06/26,American Express,2010-02-27
13,6011747704051760,08/24,Discover,1999-12-09
14,6573076395942940,07/28,Discover,2007-03-02
15,4657284171016930,03/27,VISA 16 digit,2013-03-15
16,341933391865482,03/25,American Express,2001-07-03
17,213113295324317,03/26,JCB 15 digit,2002-05-14
18,2240501976398660,09/27,Mastercard,1992-12-10
19,4012709793346070000,01/24,VISA 19 digit,2006-02-26
20,4846849771618070000,04/30,VISA 19 digit,1998-07-31
21,4362214961909010,02/24,VISA 16 digit,1999-09-16
22,3524079224634210,06/23,JCB 16 digit,2008-11-27
23,4336178832702550000,08/27,VISA 19 digit,2005-04-29
24,375989352486329,06/29,American Express,1995-02-13
25,2278544968848820,02/23,Mastercard,2014-05-21
26,3536412232922390,11/27,JCB 16 digit,2017-08-27
27,213108902531767,06/31,JCB 15 digit,2007-09-15
28,4960029859314160,03/31,VISA 16 digit,2021-05-17
29,3500679913143840,01/29,JCB 16 digit,2005-03-17
30,6011074817760280,03/28,Discover,2013-06-02
31,4488289472083950000,03/25,VISA 19 digit,1999-02-10
32,38218641323526,10/30,Diners Club / Carte Blanche,2011-06-13
33,6528111265999300,09/28,Discover,1999-02-09
34,347588199710001,08/27,American Express,1994-05-03
35,375171094149073,08/26,American Express,2000-09-24
36,4410965173591,09/27,VISA 13 digit,1997-02-06
37,3529555908944320,12/26,JCB 16 digit,1996-04-09
38,180043046427201,08/24,JCB 15 digit,2010-05-09
39,30393324787004,07/32,Diners Club / Carte Blanche,1999-07-13
40,4243761031121,12/25,VISA 13 digit,1993-10-06
41,30431980748017,10/27,Diners Club / Carte Blanche,2000-12-21
42,4314181106700,06/32,VISA 13 digit,2016-03-08
43,375693076515534,11/25,American Express,2010-10-19
44,4326474983029750,07/32,VISA 16 digit,1996-03-13
45,345658482647236,07/30,American Express,2017-08-04
46,3521565331453380,04/26,JCB 16 digit,2003-12-15
47,30523258201594,04/32,Diners Club / Carte Blanche,2012-07-20
48,36164188797874,03/23,Diners Club / Carte Blanche,2007-07-05
49,60476193473,05/25,Maestro,1993-12-28
0,501829617213,11/24,Maestro,1993-01-22
1,4039452965290,02/30,VISA 13 digit,2011-11-09
2,343966622957718,09/32,American Express,2019-01-31
3,180014229473122,02/24,JCB 15 digit,2021-09-29
4,4446987285828400,06/32,VISA 16 digit,2004-07-31
5,180085048276409,06/26,JCB 15 digit,2018-11-10
6,5567289546966000,02/24,Mastercard,2017-12-23
7,180079599855737,11/27,JCB 15 digit,2002-07-21
8,4360446796775460,04/25,VISA 16 digit,2010-06-21
9,501860286993,06/30,Maestro,2018-09-10
10,180048600945829,07/24,JCB 15 digit,2019-10-02
11,676387233064,03/26,Maestro,2008-04-27
12,4546878328717390,08/24,VISA 16 digit,1993-07-16
13,4905313635575170,11/26,VISA 16 digit,1997-07-21
14,4567448214639,09/32,VISA 13 digit,2006-05-29
15,3539215814307270,12/27,JCB 16 digit,2008-01-12
16,4383191936202480000,10/30,VISA 19 digit,1996-03-16
17,3528993017104120,02/31,JCB 16 digit,2006-02-24
18,213144271147059,06/26,JCB 15 digit,2000-10-15
19,2235075468489900,11/32,Mastercard,2013-04-04
20,371178875992070,12/28,American Express,1999-01-28
21,180043612501959,06/30,JCB 15 digit,2004-08-22
22,4225422981857480,09/27,VISA 16 digit,2021-07-23
23,6556015909174510,04/29,Discover,1996-02-10
24,36528763948401,01/26,Diners Club / Carte Blanche,2004-11-27
25,576034441633,04/27,Maestro,1995-12-25
26,3585796889102480,04/25,JCB 16 digit,1993-07-16
27,4138108475008120,11/26,VISA 16 digit,2020-12-17
28,376254593658106,12/30,American Express,2020-04-05
29,6011241245860970,10/28,Discover,2015-12-14
30,4447288392749640,10/27,VISA 16 digit,2000-12-22
31,3548531665254250,12/23,JCB 16 digit,2017-10-13
32,4413686312615630000,02/26,VISA 19 digit,2015-11-28
33,4745869567970,02/26,VISA 13 digit,2001-08-13
34,349418762090789,06/24,American Express,October 2000 04
35,180030688746600,07/30,JCB 15 digit,2015-12-10
36,4917269291435920,12/23,VISA 16 digit,2018-12-15
37,6557559025912810,08/27,Discover,2005-10-19
38,378176284519495,12/22,American Express,2019-05-18
39,4744546387773490000,01/31,VISA 19 digit,1994-01-18
40,4585498502163150,06/25,VISA 16 digit,1993-09-13
41,180040087452973,09/27,JCB 15 digit,1999-06-22
42,36966632156139,01/27,Diners Club / Carte Blanche,2016-04-18
43,4803879899738420,04/25,VISA 16 digit,2002-12-21
44,213123783259859,03/29,JCB 15 digit,1995-02-10
45,Z8855EXTJX,Q7VGWP7LH9,XGZBYBYGUW,OE3KONN2V6
46,4913938012668150000,03/28,VISA 19 digit,2020-12-07
47,3518067402995080,09/32,JCB 16 digit,1994-03-29
48,3544809979999220,04/27,JCB 16 digit,2019-04-14
49,213168190797157,02/27,JCB 15 digit,2019-06-22
0,4414812331493,07/28,VISA 13 digit,2002-02-19
1,180026702332633,04/24,JCB 15 digit,2007-07-20
2,6502446020357790,11/32,Discover,2002-01-15
3,676243207393,06/32,Maestro,2012-09-06
4,4680558539339,02/29,VISA 13 digit,2009-01-03
5,3564054560870020,03/25,JCB 16 digit,2007-02-08
6,3511833823393740,12/22,JCB 16 digit,2011-12-05
7,30216670183124,09/26,Diners Club / Carte Blanche,2005-05-10
8,4624375283808360,03/23,VISA 16 digit,2007-05-30
9,5493420929980690,01/30,Mastercard,2020-12-08
10,4143639598627150000,08/32,VISA 19 digit,1997-04-13
11,377207120054024,11/31,American Express,2006-07-31
12,3551636841155080,09/25,JCB 16 digit,2013-03-23
13,4503179618128,04/31,VISA 13 digit,1999-05-23
14,4541898011670,01/32,VISA 13 digit,2013-02-14
15,6011147839356080,06/24,Discover,2008-10-07
16,3585696307560950,02/23,JCB 16 digit,2001-03-02
17,30520842340540,09/24,Diners Club / Carte Blanche,2020-06-13
18,4069451808084520,09/27,VISA 16 digit,2011-04-11
19,4120864263137160,09/26,VISA 16 digit,1998-04-17
20,349226812552504,09/26,American Express,2003-09-21
21,4670604988734810000,04/26,VISA 19 digit,2012-11-13
22,4357815860515,04/25,VISA 13 digit,1996-02-05
23,213146046102442,09/28,JCB 15 digit,2003-12-17
24,6011515939558150,07/23,Discover,2001-12-11
25,4615359129736580000,02/31,VISA 19 digit,2010-05-06
26,3540593386448200,06/31,JCB 16 digit,2010-09-04
27,4793589839902590,07/31,VISA 16 digit,2020-03-02
28,4965881838775,07/23,VISA 13 digit,1993-01-07
29,3537780398638470,10/30,JCB 16 digit,2000-03-30
30,4225181510269040,08/31,VISA 16 digit,2006-01-11
31,6530280794651040,06/27,Discover,2008-11-07
32,6011173937746920,12/27,Discover,2014-01-28
33,6529090244394910,01/24,Discover,1996-10-04
34,38642361013738,09/27,Diners Club / Carte Blanche,1993-01-21
35,6528620911794150,06/25,Discover,1999-11-26
36,4251506395972660000,02/25,VISA 19 digit,2000-06-08
37,2272250616185190,07/23,Mastercard,1996-02-19
38,5209144994608470,06/24,Mastercard,1995-03-03
39,4073493135088540000,08/24,VISA 19 digit,2019-04-06
40,4999458641520910000,06/25,VISA 19 digit,1999-02-17
41,4203669359832920,02/30,VISA 16 digit,2010-07-13
42,349966685973309,01/32,American Express,2003-05-25
43,2365057169749770,09/23,Mastercard,2010-03-30
44,2476437467796290,12/22,Mastercard,2022-07-18
45,2438527289389240,12/26,Mastercard,2013-04-18
46,36730995459609,03/31,Diners Club / Carte Blanche,2015-12-29
47,180067324640052,11/31,JCB 15 digit,2013-11-14
48,3551337346402340,11/23,JCB 16 digit,2001-12-17
49,4093227294367340000,06/30,VISA 19 digit,2001-03-31
0,3574030457457370,12/26,JCB 16 digit,2018-08-16
1,3560066791104220,01/29,JCB 16 digit,1995-03-06
2,????3543745641013832,01/24,JCB 16 digit,2004-06-21
3,4154012882447500,09/32,VISA 16 digit,2020-02-09
4,4084329248832740000,02/28,VISA 19 digit,2021-09-11
5,213120048243215,08/24,JCB 15 digit,2014-09-26
6,180013240192802,10/27,JCB 15 digit,1993-01-24
7,2234908439158680,08/27,Mastercard,2015-12-03
8,4199072572736870000,07/25,VISA 19 digit,2020-02-11
9,377222920903346,03/24,American Express,2009-01-11
10,30073441188217,12/27,Diners Club / Carte Blanche,2022-02-13
11,213111912459581,12/26,JCB 15 digit,2001-03-13
12,4210630544306010,01/29,VISA 16 digit,2011-07-08
13,630425434051,09/27,Maestro,1996-10-06
14,4969661769751370,11/29,VISA 16 digit,1999-05-20
15,4659511441600470000,11/30,VISA 19 digit,2021-10-21
16,5443955639481130,09/28,Mastercard,1998-04-07
17,4145159443158460,09/25,VISA 16 digit,2002-06-23
18,2605744811934070,10/29,Mastercard,1995-09-30
19,4841549612953,03/28,VISA 13 digit,1997-01-31
20,560075446503,03/26,Maestro,1994-07-31
21,213190321528889,12/22,JCB 15 digit,2007-10-02
22,4423303226134330,02/32,VISA 16 digit,2012-02-16
23,4535805091626880,03/31,VISA 16 digit,2019-08-19
24,573590202699,04/25,Maestro,2018-03-05
25,180067264205791,05/24,JCB 15 digit,1992-11-26
26,4119568938356990000,02/24,VISA 19 digit,2020-09-24
27,4795272523103520000,01/23,VISA 19 digit,2006-09-15
28,3517727408950970,10/24,JCB 16 digit,2006-12-28
29,4876974055463410,10/31,VISA 16 digit,1997-01-11
30,6511897110313560,02/25,Discover,2000-01-14
31,4483857396297010,04/26,VISA 16 digit,1993-06-16
32,4031236635661750,12/22,VISA 16 digit,2008-03-08
33,213153094814142,04/24,JCB 15 digit,2000-06-22
34,6011071109729610,05/27,Discover,2017-05-27
35,4198055706889,05/23,VISA 13 digit,1999-05-06
36,6505190364148600,06/29,Discover,1998-01-16
37,30081996918235,01/32,Diners Club / Carte Blanche,2003-04-29
38,4990275824185600,06/26,VISA 16 digit,2010-08-03
39,374389865288653,06/23,American Express,2002-12-16
40,4694462070679010000,06/23,VISA 19 digit,1993-12-26
41,2258663774414530,09/29,Mastercard,2016-03-30
42,3530021022623780,07/27,JCB 16 digit,1997-07-30
